VRDL ID,VRDL Name,Date of collection,Target,Avg Cq,Cq SD,Copy Number,Copy SD,Source File,Normalized Copy Number
3,"JMCH, Jorhat",15/07/2025,cmy,28.3,0.8,50945,23945.6,VRDL03_JMCH_Jorhat_150725.csv,35.47
3,"JMCH, Jorhat",15/07/2025,ctxm,29.9,0.7,280.6,144,VRDL03_JMCH_Jorhat_150725.csv,0.2
3,"JMCH, Jorhat",15/07/2025,ent,30.5,1.1,1436.4,884.2,VRDL03_JMCH_Jorhat_150725.csv,1
3,"JMCH, Jorhat",15/07/2025,ic,25.4,0.3,106925.9,28160.2,VRDL03_JMCH_Jorhat_150725.csv,74.44
3,"JMCH, Jorhat",15/07/2025,imp,,,0,0,VRDL03_JMCH_Jorhat_150725.csv,0
3,"JMCH, Jorhat",15/07/2025,kpc,25.6,0.9,330925.7,166381.5,VRDL03_JMCH_Jorhat_150725.csv,230.39
3,"JMCH, Jorhat",15/07/2025,mcr126,,,0,0,VRDL03_JMCH_Jorhat_150725.csv,0
3,"JMCH, Jorhat",15/07/2025,mcr3,35.4,0.8,19,13.4,VRDL03_JMCH_Jorhat_150725.csv,0.01
3,"JMCH, Jorhat",15/07/2025,mcr4,36.7,,2.8,4.9,VRDL03_JMCH_Jorhat_150725.csv,0
3,"JMCH, Jorhat",15/07/2025,mcr5910,32.8,0.6,19.2,8.7,VRDL03_JMCH_Jorhat_150725.csv,0.01
3,"JMCH, Jorhat",15/07/2025,mcr7,34.8,1.6,17.7,13.7,VRDL03_JMCH_Jorhat_150725.csv,0.01
3,"JMCH, Jorhat",15/07/2025,mcr8,,,0,0,VRDL03_JMCH_Jorhat_150725.csv,0
3,"JMCH, Jorhat",15/07/2025,meca,38.5,0.7,9.7,9.9,VRDL03_JMCH_Jorhat_150725.csv,0.01
3,"JMCH, Jorhat",15/07/2025,mtb,35.5,1.5,144.1,157.3,VRDL03_JMCH_Jorhat_150725.csv,0.1
3,"JMCH, Jorhat",15/07/2025,ndm,27.4,0.8,50680.5,24817.6,VRDL03_JMCH_Jorhat_150725.csv,35.28
3,"JMCH, Jorhat",15/07/2025,nuc,,,0,0,VRDL03_JMCH_Jorhat_150725.csv,0
3,"JMCH, Jorhat",15/07/2025,oxa,25.5,0.9,98990.6,55121,VRDL03_JMCH_Jorhat_150725.csv,68.92
3,"JMCH, Jorhat",15/07/2025,pvl,,,0,0,VRDL03_JMCH_Jorhat_150725.csv,0
3,"JMCH, Jorhat",15/07/2025,shv,31.4,0.8,4467.8,2003.5,VRDL03_JMCH_Jorhat_150725.csv,3.11
3,"JMCH, Jorhat",15/07/2025,vana,29.2,0.5,4500.7,1349.1,VRDL03_JMCH_Jorhat_150725.csv,3.13
3,"JMCH, Jorhat",15/07/2025,vanb,31.5,0.8,24185.9,10814.1,VRDL03_JMCH_Jorhat_150725.csv,16.84
3,"JMCH, Jorhat",15/07/2025,vanm,35.5,0.7,216.9,105.5,VRDL03_JMCH_Jorhat_150725.csv,0.15
3,"JMCH, Jorhat",15/07/2025,vim,25.5,1.2,319374.7,185741.4,VRDL03_JMCH_Jorhat_150725.csv,222.34
3,"JMCH, Jorhat",29/07/2025,cmy,24.2,0.1,898387.9,43709.2,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,ctxm,23.1,0.1,115617.9,9618.7,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,ent,,,0,0,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,ic,27.8,0,17726.2,594.9,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,imp,35.6,0.8,28.4,20,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,kpc,22.5,0.1,2821741.6,212697.8,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,mcr126,,,0,0,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,mcr3,34.7,0.2,28.9,4.8,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,mcr4,,,0,0,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,mcr5910,24.1,0.3,41093.1,10090.9,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,mcr7,34.8,1,14.9,12,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,mcr8,,,0,0,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,meca,37.5,,9.3,16.1,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,mtb,34.1,,83.8,145.2,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,ndm,23.2,0.1,1368826.3,93254.3,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,nuc,,,0,0,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,oxa,25.9,0,64220.7,1505.1,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,pvl,39,1.1,15.4,17.6,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,shv,30.4,0,8430,199.7,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,vana,33.3,0.4,233.1,71.4,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,vanb,32.2,0.4,14182.3,4273.5,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,vanm,35.1,0.1,272.7,27.7,VRDL03_JMCH_Jorhat_290725.csv,0
3,"JMCH, Jorhat",29/07/2025,vim,28,0,51855.7,1357.2,VRDL03_JMCH_Jorhat_290725.csv,0
6,"AHRR, Delhi",15/07/2025,cmy,22.3,0.1,3530102.6,367209.5,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,ctxm,23.2,0.1,110529.1,11748.6,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,ic,23.6,0.1,411361.5,35285.9,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,imp,28.1,0.1,13215.7,993.9,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,kpc,18.6,0.3,51830278,9714612.7,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,mcr126,35.7,1.1,11.9,7.5,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,mcr3,28.3,0.1,4048.3,283,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,mcr4,29.4,0.1,3638.5,188.3,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,mcr5910,23.5,0,70386,2311.6,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,mcr7,32.5,0.3,89,24.1,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,mcr8,34.6,0.9,64.1,45,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,meca,33.8,1,416.3,234.4,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,mtb,26.4,0.2,54961.9,8237.7,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,ndm,21.7,0.1,4432513.3,264210.7,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,nuc,35.2,0.2,12.3,1.4,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,oxa,18.3,0.1,25889133.1,1712468.8,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,pvl,34.6,,147.1,254.8,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,shv,26.1,0.1,190087.6,10453,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,vana,22.9,0.1,388995.9,28177.3,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,vanb,25.1,0.1,1956079.3,145792.9,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,vanm,25.4,0.2,177807.7,28372.4,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,vim,26.7,0.3,127877.3,22363.1,VRDL06_AHRR_Delhi_15072025.csv,0
6,"AHRR, Delhi",15/07/2025,ent,,,,,VRDL06_AHRR_Delhi_15072025.csv,
6,"AHRR, Delhi",29/07/2025,cmy,22.8,0.1,2406310.4,111150.5,VRDL06_AHRR_Delhi_29072025.csv,172.57
6,"AHRR, Delhi",29/07/2025,ctxm,24.3,0.3,42047.6,12432.9,VRDL06_AHRR_Delhi_29072025.csv,3.02
6,"AHRR, Delhi",29/07/2025,ent,27.2,0.1,13943.6,583.5,VRDL06_AHRR_Delhi_29072025.csv,1
6,"AHRR, Delhi",29/07/2025,ic,25.1,0.1,138707.5,13441.7,VRDL06_AHRR_Delhi_29072025.csv,9.95
6,"AHRR, Delhi",29/07/2025,imp,29.1,0.1,5630.3,582.5,VRDL06_AHRR_Delhi_29072025.csv,0.4
6,"AHRR, Delhi",29/07/2025,kpc,18.7,0.1,48051066.6,3033773.5,VRDL06_AHRR_Delhi_29072025.csv,3446.1
6,"AHRR, Delhi",29/07/2025,mcr126,,,0,0,VRDL06_AHRR_Delhi_29072025.csv,0
6,"AHRR, Delhi",29/07/2025,mcr3,29.9,0,1142.2,12.7,VRDL06_AHRR_Delhi_29072025.csv,0.08
6,"AHRR, Delhi",29/07/2025,mcr4,30.3,0.1,1784,108.7,VRDL06_AHRR_Delhi_29072025.csv,0.13
6,"AHRR, Delhi",29/07/2025,mcr5910,23.8,0.1,51608.2,2402.7,VRDL06_AHRR_Delhi_29072025.csv,3.7
6,"AHRR, Delhi",29/07/2025,mcr7,34.6,0.7,15.1,9.8,VRDL06_AHRR_Delhi_29072025.csv,0
6,"AHRR, Delhi",29/07/2025,mcr8,37,1.4,13.9,15.1,VRDL06_AHRR_Delhi_29072025.csv,0
6,"AHRR, Delhi",29/07/2025,meca,34.8,0.4,194.3,51.9,VRDL06_AHRR_Delhi_29072025.csv,0.01
6,"AHRR, Delhi",29/07/2025,mtb,,,0,0,VRDL06_AHRR_Delhi_29072025.csv,0
6,"AHRR, Delhi",29/07/2025,ndm,22.4,0.1,2648748.5,213207.5,VRDL06_AHRR_Delhi_29072025.csv,189.96
6,"AHRR, Delhi",29/07/2025,nuc,35.6,0.6,10.1,3.8,VRDL06_AHRR_Delhi_29072025.csv,0
6,"AHRR, Delhi",29/07/2025,oxa,18.4,0.2,25483735.5,3662186.8,VRDL06_AHRR_Delhi_29072025.csv,1827.63
6,"AHRR, Delhi",29/07/2025,pvl,,,0,0,VRDL06_AHRR_Delhi_29072025.csv,0
6,"AHRR, Delhi",29/07/2025,shv,25.9,0.1,212031.7,11193.4,VRDL06_AHRR_Delhi_29072025.csv,15.21
6,"AHRR, Delhi",29/07/2025,vana,23.8,0,216082.7,7258.9,VRDL06_AHRR_Delhi_29072025.csv,15.5
6,"AHRR, Delhi",29/07/2025,vanb,25.1,0.1,1887757.1,68275.6,VRDL06_AHRR_Delhi_29072025.csv,135.39
6,"AHRR, Delhi",29/07/2025,vanm,25.5,0.1,168005.2,6211.3,VRDL06_AHRR_Delhi_29072025.csv,12.05
6,"AHRR, Delhi",29/07/2025,vim,27,0.2,100623.8,16676.9,VRDL06_AHRR_Delhi_29072025.csv,7.22
11,"GMC, Goa",1/8/2025,cmy,18.6,0.1,52199670.3,5116028.9,VRDL11_GMC_Goa_010825.csv,1198.28
11,"GMC, Goa",1/8/2025,ctxm,21.5,0.6,557357.3,265341.5,VRDL11_GMC_Goa_010825.csv,12.79
11,"GMC, Goa",1/8/2025,ent,25.7,0.2,43562.1,7961.4,VRDL11_GMC_Goa_010825.csv,1
11,"GMC, Goa",1/8/2025,ic,21.7,1,2042333,1162929.2,VRDL11_GMC_Goa_010825.csv,46.88
11,"GMC, Goa",1/8/2025,imp,24.4,0.5,307137.8,104747.2,VRDL11_GMC_Goa_010825.csv,7.05
11,"GMC, Goa",1/8/2025,kpc,16.5,0.4,243655587,66882104.2,VRDL11_GMC_Goa_010825.csv,5593.29
11,"GMC, Goa",1/8/2025,mcr126,,,0,0,VRDL11_GMC_Goa_010825.csv,0
11,"GMC, Goa",1/8/2025,mcr3,25.9,0.5,28491.4,9534.8,VRDL11_GMC_Goa_010825.csv,0.65
11,"GMC, Goa",1/8/2025,mcr4,28.9,0,5599,80.8,VRDL11_GMC_Goa_010825.csv,0.13
11,"GMC, Goa",1/8/2025,mcr5910,17.4,1.4,22118447.7,16139091.7,VRDL11_GMC_Goa_010825.csv,507.75
11,"GMC, Goa",1/8/2025,mcr7,31.2,0.2,291.3,44.8,VRDL11_GMC_Goa_010825.csv,0.01
11,"GMC, Goa",1/8/2025,mcr8,34.3,,23.2,40.2,VRDL11_GMC_Goa_010825.csv,0
11,"GMC, Goa",1/8/2025,meca,34.9,0.2,169.7,21.3,VRDL11_GMC_Goa_010825.csv,0
11,"GMC, Goa",1/8/2025,mtb,,,0,0,VRDL11_GMC_Goa_010825.csv,0
11,"GMC, Goa",1/8/2025,ndm,17,0.2,197770146.4,26039091.4,VRDL11_GMC_Goa_010825.csv,4539.96
11,"GMC, Goa",1/8/2025,nuc,32.6,0.5,89.7,33.2,VRDL11_GMC_Goa_010825.csv,0
11,"GMC, Goa",1/8/2025,oxa,19.3,0.4,12099084.9,3326592.7,VRDL11_GMC_Goa_010825.csv,277.74
11,"GMC, Goa",1/8/2025,pvl,,,0,0,VRDL11_GMC_Goa_010825.csv,0
11,"GMC, Goa",1/8/2025,shv,22.3,0.2,2728261.8,370767.9,VRDL11_GMC_Goa_010825.csv,62.63
11,"GMC, Goa",1/8/2025,vana,21.6,0.3,1026927.4,244493.5,VRDL11_GMC_Goa_010825.csv,23.57
11,"GMC, Goa",1/8/2025,vanb,23.6,0.2,5554431.2,857980.2,VRDL11_GMC_Goa_010825.csv,127.51
11,"GMC, Goa",1/8/2025,vanm,23.8,1.2,684543.8,597025.5,VRDL11_GMC_Goa_010825.csv,15.71
11,"GMC, Goa",1/8/2025,vim,18.5,0.1,30170491.9,1551227.2,VRDL11_GMC_Goa_010825.csv,692.59
11,"GMC, Goa",15/07/2025,cmy,18.4,0.2,60161810.5,6860707,VRDL11_GMC_Goa_150725.csv,422.69
11,"GMC, Goa",15/07/2025,ctxm,22,0,319694.9,2914.7,VRDL11_GMC_Goa_150725.csv,2.25
11,"GMC, Goa",15/07/2025,ent,24.1,0.2,142331.2,15825.8,VRDL11_GMC_Goa_150725.csv,1
11,"GMC, Goa",15/07/2025,ic,20.1,1.9,9280627.6,8628920.6,VRDL11_GMC_Goa_150725.csv,65.2
11,"GMC, Goa",15/07/2025,imp,25.2,0.8,186061.4,140809.9,VRDL11_GMC_Goa_150725.csv,1.31
11,"GMC, Goa",15/07/2025,kpc,18.3,0.5,68865986.2,26706707.6,VRDL11_GMC_Goa_150725.csv,483.84
11,"GMC, Goa",15/07/2025,mcr126,,,0,0,VRDL11_GMC_Goa_150725.csv,0
11,"GMC, Goa",15/07/2025,mcr3,27.8,0.3,6354.8,1353.4,VRDL11_GMC_Goa_150725.csv,0.04
11,"GMC, Goa",15/07/2025,mcr4,29.6,0.6,3403.1,1488.1,VRDL11_GMC_Goa_150725.csv,0.02
11,"GMC, Goa",15/07/2025,mcr5910,21,0.3,630287.5,208521.8,VRDL11_GMC_Goa_150725.csv,4.43
11,"GMC, Goa",15/07/2025,mcr7,31.5,0.3,225.2,63.1,VRDL11_GMC_Goa_150725.csv,0
11,"GMC, Goa",15/07/2025,mcr8,,,0,0,VRDL11_GMC_Goa_150725.csv,0
11,"GMC, Goa",15/07/2025,meca,35.5,0.2,118.4,15.6,VRDL11_GMC_Goa_150725.csv,0
11,"GMC, Goa",15/07/2025,mtb,,,0,0,VRDL11_GMC_Goa_150725.csv,0
11,"GMC, Goa",15/07/2025,ndm,18,0.5,94864780.6,38507063.4,VRDL11_GMC_Goa_150725.csv,666.51
11,"GMC, Goa",15/07/2025,nuc,32,0.3,139.5,33.7,VRDL11_GMC_Goa_150725.csv,0
11,"GMC, Goa",15/07/2025,oxa,18.8,0.8,21009388,12725058.6,VRDL11_GMC_Goa_150725.csv,147.61
11,"GMC, Goa",15/07/2025,pvl,37.3,,22.6,39.2,VRDL11_GMC_Goa_150725.csv,0
11,"GMC, Goa",15/07/2025,shv,22.5,0.2,2481903.6,335998.6,VRDL11_GMC_Goa_150725.csv,17.44
11,"GMC, Goa",15/07/2025,vana,20.5,0,2186033,35963.4,VRDL11_GMC_Goa_150725.csv,15.36
11,"GMC, Goa",15/07/2025,vanb,23.6,0.1,5489363.9,194625.7,VRDL11_GMC_Goa_150725.csv,38.57
11,"GMC, Goa",15/07/2025,vanm,21.5,0.2,1644597.2,1447069.8,VRDL11_GMC_Goa_150725.csv,11.55
11,"GMC, Goa",15/07/2025,vim,19.2,0.3,18203304.5,3982390.3,VRDL11_GMC_Goa_150725.csv,127.89
20,"NIMHANS, Bengaluru",1/7/2025,cmy,18.2,0.1,69616626,2735135.5,VRDL20_NIMHANS_Bengaluru_010725.csv,843.34
20,"NIMHANS, Bengaluru",1/7/2025,ctxm,24,0.2,53633.6,12177.4,VRDL20_NIMHANS_Bengaluru_010725.csv,0.65
20,"NIMHANS, Bengaluru",1/7/2025,ent,24.9,0.2,82548.3,11376.9,VRDL20_NIMHANS_Bengaluru_010725.csv,1
20,"NIMHANS, Bengaluru",1/7/2025,ic,23.5,0,449442.4,9129.9,VRDL20_NIMHANS_Bengaluru_010725.csv,5.44
20,"NIMHANS, Bengaluru",1/7/2025,imp,28.3,0.2,11752,2206.3,VRDL20_NIMHANS_Bengaluru_010725.csv,0.14
20,"NIMHANS, Bengaluru",1/7/2025,kpc,17.8,0.2,96450727.2,15336524.7,VRDL20_NIMHANS_Bengaluru_010725.csv,1168.42
20,"NIMHANS, Bengaluru",1/7/2025,mcr126,,,0,0,VRDL20_NIMHANS_Bengaluru_010725.csv,0
20,"NIMHANS, Bengaluru",1/7/2025,mcr3,26.1,0.2,22300,4238.1,VRDL20_NIMHANS_Bengaluru_010725.csv,0.27
20,"NIMHANS, Bengaluru",1/7/2025,mcr4,29.5,0.1,3431.5,147,VRDL20_NIMHANS_Bengaluru_010725.csv,0.04
20,"NIMHANS, Bengaluru",1/7/2025,mcr5910,23.7,0.1,58749.3,4582.7,VRDL20_NIMHANS_Bengaluru_010725.csv,0.71
20,"NIMHANS, Bengaluru",1/7/2025,mcr7,29.7,0.4,1082.8,419.3,VRDL20_NIMHANS_Bengaluru_010725.csv,0.01
20,"NIMHANS, Bengaluru",1/7/2025,mcr8,,,0,0,VRDL20_NIMHANS_Bengaluru_010725.csv,0
20,"NIMHANS, Bengaluru",1/7/2025,meca,36,0.3,81.1,16,VRDL20_NIMHANS_Bengaluru_010725.csv,0
20,"NIMHANS, Bengaluru",1/7/2025,mtb,,,0,0,VRDL20_NIMHANS_Bengaluru_010725.csv,0
20,"NIMHANS, Bengaluru",1/7/2025,ndm,18.1,0.1,82768009.7,6257357.1,VRDL20_NIMHANS_Bengaluru_010725.csv,1002.66
20,"NIMHANS, Bengaluru",1/7/2025,nuc,35.6,1.2,11.9,9.8,VRDL20_NIMHANS_Bengaluru_010725.csv,0
20,"NIMHANS, Bengaluru",1/7/2025,oxa,16.9,0.4,85680245.1,24581380.7,VRDL20_NIMHANS_Bengaluru_010725.csv,1037.94
20,"NIMHANS, Bengaluru",1/7/2025,pvl,,,0,0,VRDL20_NIMHANS_Bengaluru_010725.csv,0
20,"NIMHANS, Bengaluru",1/7/2025,shv,26,0,203982,5438.8,VRDL20_NIMHANS_Bengaluru_010725.csv,2.47
20,"NIMHANS, Bengaluru",1/7/2025,vana,23.4,0.3,289756.4,60522,VRDL20_NIMHANS_Bengaluru_010725.csv,3.51
20,"NIMHANS, Bengaluru",1/7/2025,vanb,28.1,0.2,237460.7,33321,VRDL20_NIMHANS_Bengaluru_010725.csv,2.88
20,"NIMHANS, Bengaluru",1/7/2025,vanm,32.3,0.4,1830.8,571.7,VRDL20_NIMHANS_Bengaluru_010725.csv,0.02
20,"NIMHANS, Bengaluru",1/7/2025,vim,22.2,0.1,2438788.3,82371.5,VRDL20_NIMHANS_Bengaluru_010725.csv,29.54
20,"NIMHANS, Bengaluru",15/07/2025,cmy,22.8,0,2479423.2,55775.6,VRDL20_NIMHANS_Bengaluru_150725.csv,4.18
20,"NIMHANS, Bengaluru",15/07/2025,ctxm,26.3,0.2,6815.9,1616.4,VRDL20_NIMHANS_Bengaluru_150725.csv,0.01
20,"NIMHANS, Bengaluru",15/07/2025,ent,24.7,3.4,593411.1,989671.9,VRDL20_NIMHANS_Bengaluru_150725.csv,1
20,"NIMHANS, Bengaluru",15/07/2025,ic,22.8,0.3,799456,152383.8,VRDL20_NIMHANS_Bengaluru_150725.csv,1.35
20,"NIMHANS, Bengaluru",15/07/2025,imp,32.5,0,336.1,12.2,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,kpc,22.5,0,2805890.9,59157.9,VRDL20_NIMHANS_Bengaluru_150725.csv,4.73
20,"NIMHANS, Bengaluru",15/07/2025,mcr126,27.6,,1850.1,3204.5,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,mcr3,30.3,0.5,893.8,316,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,mcr4,32.6,0.8,309.3,228,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,mcr5910,27.5,0.4,2076.4,814.4,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,mcr7,35.9,1.1,5.9,4.3,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,mcr8,,,0,0,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,meca,,,0,0,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,mtb,36.8,,13.1,22.7,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,ndm,24.6,0.2,442994.2,57494.2,VRDL20_NIMHANS_Bengaluru_150725.csv,0.75
20,"NIMHANS, Bengaluru",15/07/2025,nuc,35,0.8,16.6,8.2,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,oxa,21.7,0.1,1851929.4,172086.3,VRDL20_NIMHANS_Bengaluru_150725.csv,3.12
20,"NIMHANS, Bengaluru",15/07/2025,pvl,,,0,0,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,shv,29.5,0,16375.3,283.9,VRDL20_NIMHANS_Bengaluru_150725.csv,0.03
20,"NIMHANS, Bengaluru",15/07/2025,vana,30.2,0.1,2202,155.4,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,vanb,30.7,0.2,38960.7,5870.9,VRDL20_NIMHANS_Bengaluru_150725.csv,0.07
20,"NIMHANS, Bengaluru",15/07/2025,vanm,35.5,0.6,210.8,95.2,VRDL20_NIMHANS_Bengaluru_150725.csv,0
20,"NIMHANS, Bengaluru",15/07/2025,vim,27.6,0.2,67458.6,7844.2,VRDL20_NIMHANS_Bengaluru_150725.csv,0.11
20,"NIMHANS, Bengaluru",17/06/2025,cmy,18.2,0.1,72909199.8,7581460.8,VRDL20_NIMHANS_Bengaluru_170625.csv,492.29
20,"NIMHANS, Bengaluru",17/06/2025,ctxm,23.3,0.1,97590,6166.4,VRDL20_NIMHANS_Bengaluru_170625.csv,0.66
20,"NIMHANS, Bengaluru",17/06/2025,ent,24.1,0.2,148102.9,19174.3,VRDL20_NIMHANS_Bengaluru_170625.csv,1
20,"NIMHANS, Bengaluru",17/06/2025,ic,24.4,0.4,232681.4,65690.6,VRDL20_NIMHANS_Bengaluru_170625.csv,1.57
